"";"x"
"371";4
"372";1
"373";0
"374";5
"375";1
"376";1
"377";1
"378";1
"379";2
"380";2
"381";2
"382";3
"383";0
"384";4
"385";1
"386";2
"387";2
"388";3
"389";2
"390";3
"391";2
"392";6
"393";1
"394";1
"395";1
"396";3
"397";0
"398";4
"399";1
"400";0
"401";2
"402";1
"403";3
"404";2
"405";4
"406";1
"407";1
"408";2
"409";4
"410";1
"411";3
"412";2
"413";3
"414";5
"415";2
"416";1
"417";0
"418";2
"419";1
"420";3
"421";0
"422";3
"423";1
"424";4
"425";4
"426";2
"427";6
"428";4
"429";1
"430";3
"431";4
"432";3
"433";1
"434";2
"435";3
"436";0
"437";3
"438";3
"439";1
"440";0
"441";2
"442";4
"443";0
"444";5
"445";1
"446";5
"447";1
"448";2
"449";0
"450";0
"451";4
"452";0
"453";1
"454";1
"455";1
"456";0
"457";2
"458";0
"459";2
"460";1
"461";0
"462";1
"463";4
"464";1
"465";3
"466";2
"467";2
"468";1
"469";0
"470";2
"471";0
"472";0
"473";2
"474";0
"475";0
"476";1
"477";0
"478";3
"479";0
"480";1
"481";1
"482";3
"483";0
"484";4
"485";5
"486";1
"487";1
"488";0
"489";2
"490";1
"491";5
"492";2
"493";1
"494";2
"495";1
"496";5
"497";1
"498";2
"499";1
"500";2
"501";3
"502";2
"503";0
"504";2
"505";7
"506";0
"507";2
"508";2
"509";1
"510";2
"511";2
"512";1
"513";2
"514";1
"515";1
"516";1
"517";1
"518";0
"519";3
"520";0
"521";0
"522";1
"523";0
"524";0
"525";3
"526";1
"527";3
"528";0
"529";4
"530";0
"531";0
"532";2
"533";2
"534";1
"535";6
"536";6
"537";4
"538";2
"539";0
"540";3
"541";0
"542";3
"543";0
"544";0
"545";4
"546";2
"547";0
"548";2
"549";1
"550";2
"551";3
"552";3
"553";1
"554";6
"555";0
"556";3
"557";1
"558";3
"559";4
"560";0
"561";1
"562";3
"563";4
"564";1
"565";1
"566";4
"567";1
"568";8
"569";1
"570";3
"571";0
"572";6
"573";0
"574";2
"575";3
"576";0
"577";6
"578";4
"579";3
"580";4
"581";0
"582";3
"583";2
"584";5
"585";0
"586";1
"587";3
"588";3
"589";2
"590";1
"591";1
"592";1
"593";4
"594";3
"595";4
"596";4
"597";1
"598";1
"599";2
"600";2
"601";1
"602";3
"603";1
"604";1
"605";4
"606";0
"607";0
"608";1
"609";1
"610";0
"611";3
"612";1
"613";5
"614";3
"615";1
"616";0
"617";3
"618";2
"619";0
"620";4
"621";3
"622";2
"623";1
"624";3
"625";3
"626";1
"627";1
"628";0
"629";1
"630";2
"631";2
"632";3
"633";0
"634";0
"635";1
"636";1
"637";5
"638";1
"639";2
"640";2
"641";0
"642";0
"643";0
"644";0
"645";1
"646";4
"647";4
"648";1
"649";2
"650";4
"651";1
"652";4
"653";2
"654";1
"655";2
"656";2
"657";0
"658";2
"659";3
"660";0
"661";1
"662";4
"663";1
"664";7
"665";1
"666";4
"667";2
"668";2
"669";1
"670";4
"671";1
"672";0
"673";2
"674";0
"675";2
"676";0
"677";1
"678";2
"679";3
"680";3
"681";4
"682";3
"683";0
"684";1
"685";4
"686";2
"687";2
"688";4
"689";1
"690";2
"691";1
"692";0
"693";0
"694";0
"695";2
"696";4
"697";2
"698";1
"699";3
"700";3
"701";6
"702";6
"703";0
"704";1
"705";2
"706";1
"707";0
"708";1
"709";2
"710";1
"711";0
"712";3
"713";6
"714";1
"715";5
"716";1
"717";1
"718";3
"719";4
"720";3
"721";6
"722";4
"723";4
"724";0
"725";3
"726";3
"727";4
"728";2
"729";0
"730";3
"731";1
"732";2
"733";1
"734";1
"735";1
"736";1
"737";0
"738";2
"739";3
"740";4
"741";1
"742";4
"743";1
"744";3
"745";2
"746";3
"747";4
"748";5
"749";1
"750";0
"751";3
"752";2
"753";3
"754";0
"755";0
"756";4
"757";1
"758";2
"759";3
"760";2
"761";2
"762";0
"763";0
"764";2
"765";3
"766";3
"767";1
"768";2
"769";3
"770";3
"771";3
"772";0
"773";5
"774";2
"775";0
"776";2
"777";4
"778";3
"779";2
"780";3
"781";5
"782";0
"783";0
"784";2
"785";1
"786";3
"787";0
"788";3
"789";3
"790";3
"791";0
"792";2
"793";3
"794";0
"795";1
"796";1
"797";0
"798";1
"799";2
"800";3
"801";4
"802";5
"803";0
"804";1
"805";0
"806";3
"807";0
"808";0
"809";2
"810";2
"811";1
"812";0
"813";2
"814";3
"815";3
"816";1
"817";1
"818";2
"819";0
"820";4
"821";5
"822";2
"823";4
"824";1
"825";1
"826";2
"827";4
"828";1
"829";4
"830";1
"831";1
"832";0
"833";1
"834";1
"835";0
"836";1
"837";1
"838";1
"839";1
"840";2
"841";0
"842";1
"843";3
"844";0
"845";1
"846";1
"847";3
"848";0
"849";2
"850";3
"851";2
"852";0
"853";1
"854";3
"855";4
"856";2
"857";3
"858";4
"859";2
"860";7
"861";0
"862";2
"863";2
"864";3
"865";3
"866";2
"867";1
"868";3
"869";3
"870";1
"871";5
"872";2
"873";3
"874";1
"875";2
"876";2
"877";1
"878";1
"879";2
"880";2
"881";1
"882";4
"883";2
"884";5
"885";1
"886";3
"887";3
"888";3
"889";2
"890";0
"891";0
"892";4
"893";3
"894";1
"895";3
"896";5
"897";3
"898";5
"899";1
"900";2
"901";1
"902";1
"903";1
"904";2
"905";2
"906";4
"907";1
"908";0
"909";0
"910";4
"911";1
"912";2
"913";2
"914";2
"915";2
"916";1
"917";0
"918";2
"919";1
"920";0
"921";1
"922";3
"923";0
"924";0
"925";2
"926";6
"927";1
"928";0
"929";0
"930";2
"931";3
"932";3
"933";1
"934";3
"935";1
"936";1
"937";1
"938";0
"939";2
"940";0
"941";3
"942";3
"943";0
"944";3
"945";3
"946";4
"947";4
"948";5
"949";0
"950";0
"951";0
"952";0
"953";1
"954";1
"955";0
"956";0
"957";1
"958";2
"959";0
"960";2
"961";0
"962";4
"963";4
"964";2
"965";1
"966";5
"967";0
"968";3
"969";0
"970";4
"971";2
"972";2
"973";2
"974";1
"975";1
"976";0
"977";1
"978";2
"979";2
"980";0
"981";1
"982";3
"983";3
"984";0
"985";1
"986";2
"987";4
"988";3
"989";1
"990";3
"991";1
"992";1
"993";1
"994";1
"995";0
"996";0
"997";3
"998";2
"999";3
"1000";3
"1001";2
"1002";3
"1003";1
"1004";1
"1005";0
"1006";0
"1007";1
"1008";0
"1009";0
"1010";1
"1011";1
"1012";2
"1013";3
"1014";2
"1015";2
"1016";2
"1017";0
"1018";3
"1019";0
"1020";2
"1021";2
"1022";4
"1023";0
"1024";1
"1025";0
"1026";0
"1027";3
"1028";2
"1029";3
"1030";3
"1031";0
"1032";5
"1033";1
"1034";2
"1035";2
"1036";1
"1037";5
"1038";3
"1039";3
"1040";3
"1041";4
"1042";0
"1043";3
"1044";2
"1045";1
"1046";5
"1047";2
"1048";4
"1049";2
"1050";0
"1051";4
"1052";0
"1053";1
"1054";2
"1055";3
"1056";1
"1057";6
"1058";2
"1059";0
"1060";2
"1061";0
"1062";2
"1063";1
"1064";4
"1065";1
"1066";2
"1067";0
"1068";3
"1069";3
"1070";0
"1071";1
"1072";1
"1073";1
"1074";1
"1075";2
"1076";2
"1077";0
"1078";4
"1079";4
"1080";2
"1081";2
"1082";2
"1083";2
"1084";2
"1085";6
"1086";1
"1087";2
"1088";3
"1089";2
"1090";2
"1091";3
"1092";5
"1093";2
"1094";2
"1095";5
"1096";1
"1097";0
"1098";0
"1099";2
"1100";1
"1101";2
"1102";4
"1103";2
"1104";3
"1105";2
"1106";4
"1107";3
"1108";0
"1109";2
"1110";2
"1111";2
"1112";0
"1113";0
"1114";1
"1115";3
"1116";1
"1117";3
"1118";2
"1119";0
"1120";1
"1121";1
"1122";3
"1123";3
"1124";6
"1125";0
"1126";2
"1127";3
"1128";1
"1129";1
"1130";3
"1131";0
"1132";0
"1133";2
"1134";1
"1135";4
"1136";0
"1137";3
"1138";3
"1139";1
"1140";1
"1141";1
"1142";3
"1143";3
"1144";9
"1145";0
"1146";3
"1147";2
"1148";6
"1149";1
"1150";2
"1151";0
"1152";2
"1153";0
"1154";1
"1155";0
"1156";1
"1157";3
"1158";2
"1159";0
"1160";2
"1161";2
"1162";0
"1163";2
"1164";2
"1165";2
"1166";1
"1167";3
"1168";3
"1169";5
"1170";0
"1171";3
"1172";3
"1173";2
"1174";1
"1175";1
"1176";2
"1177";2
"1178";2
"1179";3
"1180";3
"1181";3
"1182";1
"1183";4
"1184";3
"1185";1
"1186";0
"1187";0
"1188";0
"1189";2
"1190";4
"1191";1
"1192";2
"1193";0
"1194";1
"1195";3
"1196";4
"1197";1
"1198";3
"1199";4
"1200";3
"1201";1
"1202";3
"1203";2
"1204";1
"1205";2
"1206";0
"1207";1
"1208";9
"1209";4
"1210";2
"1211";2
"1212";0
"1213";1
"1214";5
"1215";3
"1216";0
"1217";2
"1218";0
"1219";0
"1220";2
"1221";0
"1222";0
"1223";5
"1224";0
"1225";2
"1226";3
"1227";4
"1228";6
"1229";2
"1230";6
"1231";3
"1232";3
"1233";1
"1234";2
"1235";0
"1236";5
"1237";0
"1238";3
"1239";1
"1240";3
"1241";0
"1242";1
"1243";4
"1244";6
"1245";1
"1246";3
"1247";1
"1248";1
"1249";1
"1250";3
"1251";0
"1252";3
"1253";3
"1254";2
"1255";1
"1256";2
"1257";3
"1258";1
"1259";2
"1260";3
"1261";2
"1262";0
"1263";1
"1264";2
"1265";1
"1266";2
"1267";0
"1268";4
"1269";3
"1270";2
"1271";3
"1272";1
"1273";1
"1274";2
"1275";5
"1276";0
"1277";0
"1278";3
"1279";0
"1280";2
"1281";1
"1282";5
"1283";4
"1284";0
"1285";2
"1286";2
"1287";2
"1288";2
"1289";1
"1290";6
"1291";3
"1292";3
"1293";3
"1294";0
"1295";1
"1296";0
"1297";5
"1298";2
"1299";1
"1300";1
"1301";2
"1302";1
"1303";3
"1304";5
"1305";3
"1306";2
"1307";2
"1308";1
"1309";1
"1310";1
"1311";8
"1312";4
"1313";3
"1314";3
"1315";1
"1316";5
"1317";2
"1318";1
"1319";3
"1320";2
"1321";1
"1322";0
"1323";2
"1324";3
"1325";0
"1326";3
"1327";1
"1328";5
"1329";1
"1330";2
"1331";0
"1332";2
"1333";3
"1334";1
"1335";0
"1336";2
"1337";1
"1338";2
"1339";6
"1340";4
"1341";2
"1342";1
"1343";3
"1344";5
"1345";5
"1346";0
"1347";1
"1348";0
"1349";2
"1350";3
"1351";2
"1352";1
"1353";1
"1354";2
"1355";1
"1356";1
"1357";0
"1358";1
"1359";2
"1360";2
"1361";2
"1362";1
"1363";0
"1364";4
"1365";2
"1366";3
"1367";6
"1368";5
"1369";3
"1370";1
"1371";3
"1372";1
"1373";0
"1374";2
"1375";4
"1376";2
"1377";4
"1378";1
"1379";2
"1380";3
"1381";4
"1382";6
"1383";1
"1384";4
"1385";3
"1386";2
"1387";4
"1388";4
"1389";1
"1390";2
"1391";0
"1392";1
"1393";0
"1394";2
"1395";3
"1396";0
"1397";1
"1398";0
"1399";2
"1400";2
"1401";3
"1402";1
"1403";4
"1404";3
"1405";4
"1406";0
"1407";1
"1408";2
"1409";3
"1410";2
"1411";5
"1412";2
"1413";3
"1414";2
"1415";1
"1416";4
"1417";4
"1418";3
"1419";4
"1420";1
"1421";2
"1422";5
"1423";0
"1424";2
"1425";0
"1426";1
"1427";2
"1428";4
"1429";2
"1430";3
"1431";0
"1432";7
"1433";4
"1434";2
"1435";1
"1436";3
"1437";3
"1438";0
"1439";0
"1440";1
"1441";4
"1442";0
"1443";1
"1444";1
"1445";4
"1446";1
"1447";1
"1448";4
"1449";6
"1450";3
"1451";4
"1452";0
"1453";4
"1454";5
"1455";3
"1456";1
"1457";2
"1458";0
"1459";2
"1460";3
"1461";1
"1462";4
"1463";7
"1464";3
"1465";0
"1466";1
"1467";4
"1468";2
"1469";1
"1470";5
"1471";0
"1472";0
"1473";0
"1474";0
"1475";2
"1476";3
"1477";1
"1478";3
"1479";4
"1480";3
"1481";3
"1482";0
"1483";5
"1484";0
"1485";1
"1486";2
"1487";8
"1488";3
"1489";1
"1490";3
"1491";1
"1492";4
"1493";0
"1494";4
"1495";1
"1496";1
"1497";2
"1498";1
"1499";3
"1500";3
"1501";1
"1502";3
"1503";0
"1504";1
"1505";3
"1506";3
"1507";3
"1508";5
"1509";2
"1510";3
"1511";1
"1512";1
"1513";2
"1514";3
"1515";3
"1516";2
"1517";1
"1518";1
"1519";3
"1520";1
"1521";2
"1522";0
"1523";0
"1524";4
"1525";3
"1526";2
"1527";1
"1528";0
"1529";6
"1530";3
"1531";4
"1532";1
"1533";0
"1534";1
"1535";5
"1536";6
"1537";5
"1538";1
"1539";2
"1540";5
"1541";0
"1542";2
"1543";0
"1544";1
"1545";2
"1546";1
"1547";4
"1548";1
"1549";2
"1550";1
"1551";4
"1552";1
"1553";0
"1554";2
"1555";0
"1556";1
"1557";1
"1558";4
"1559";1
"1560";4
"1561";8
"1562";1
"1563";1
"1564";3
"1565";3
"1566";2
"1567";3
"1568";3
"1569";4
"1570";2
"1571";1
"1572";2
"1573";1
"1574";4
"1575";4
"1576";4
"1577";5
"1578";2
"1579";2
"1580";1
"1581";9
"1582";0
"1583";3
"1584";1
"1585";4
"1586";2
"1587";1
"1588";2
"1589";3
"1590";4
"1591";2
"1592";3
"1593";3
"1594";0
"1595";4
"1596";1
"1597";4
"1598";5
"1599";1
"1600";1
"1601";1
"1602";1
"1603";1
"1604";0
"1605";2
"1606";5
"1607";6
"1608";4
"1609";3
"1610";3
"1611";0
"1612";2
"1613";4
"1614";2
"1615";1
"1616";2
"1617";0
"1618";1
"1619";2
"1620";1
"1621";1
"1622";1
"1623";4
"1624";1
"1625";5
"1626";1
"1627";3
"1628";1
"1629";1
"1630";1
"1631";2
"1632";1
"1633";2
"1634";0
"1635";1
"1636";0
"1637";3
"1638";2
"1639";2
"1640";1
"1641";1
"1642";0
"1643";1
"1644";1
"1645";2
"1646";2
"1647";3
"1648";0
"1649";2
"1650";2
"1651";0
"1652";4
"1653";5
"1654";2
"1655";3
"1656";1
"1657";1
"1658";0
"1659";4
"1660";0
"1661";0
"1662";2
"1663";0
"1664";3
"1665";2
"1666";2
"1667";2
"1668";4
"1669";3
"1670";8
"1671";1
"1672";3
"1673";3
"1674";1
"1675";2
"1676";3
"1677";1
"1678";1
"1679";3
"1680";0
"1681";4
"1682";0
"1683";1
"1684";1
"1685";2
"1686";4
"1687";1
"1688";0
"1689";2
"1690";3
"1691";2
"1692";1
"1693";3
"1694";3
"1695";1
"1696";2
"1697";1
"1698";2
"1699";0
"1700";2
"1701";3
"1702";0
"1703";1
"1704";1
"1705";5
"1706";1
"1707";4
"1708";1
"1709";4
"1710";3
"1711";1
"1712";1
"1713";2
"1714";2
"1715";2
"1716";0
"1717";1
"1718";0
"1719";4
"1720";1
"1721";1
"1722";0
"1723";2
"1724";1
"1725";1
"1726";1
"1727";2
"1728";1
"1729";1
"1730";0
"1731";1
"1732";3
"1733";2
"1734";1
"1735";1
"1736";1
"1737";1
"1738";1
"1739";2
"1740";1
"1741";4
"1742";2
"1743";1
"1744";0
"1745";3
"1746";1
"1747";3
"1748";3
"1749";3
"1750";2
"1751";0
"1752";2
"1753";3
"1754";2
"1755";2
"1756";3
"1757";9
"1758";3
"1759";3
"1760";4
"1761";4
"1762";2
"1763";1
"1764";7
"1765";2
"1766";2
"1767";3
"1768";6
"1769";2
"1770";3
"1771";2
"1772";4
"1773";1
"1774";0
"1775";0
"1776";0
"1777";2
"1778";1
"1779";1
"1780";2
"1781";1
"1782";0
"1783";1
"1784";1
"1785";0
"1786";1
"1787";1
"1788";0
"1789";3
"1790";2
"1791";6
"1792";1
"1793";4
"1794";4
"1795";3
"1796";0
"1797";3
"1798";1
"1799";0
"1800";2
"1801";2
"1802";4
"1803";0
"1804";0
"1805";2
"1806";1
"1807";4
"1808";5
"1809";0
"1810";3
"1811";1
"1812";3
"1813";1
"1814";6
"1815";1
"1816";2
"1817";5
"1818";1
"1819";1
"1820";1
"1821";5
"1822";2
"1823";7
"1824";1
"1825";0
"1826";1
"1827";3
"1828";2
"1829";1
"1830";0
"1831";4
"1832";2
"1833";1
"1834";2
"1835";5
"1836";2
"1837";3
"1838";1
"1839";3
"1840";2
"1841";2
"1842";2
"1843";3
"1844";3
"1845";2
"1846";1
"1847";2
"1848";0
"1849";2
"1850";1
"1851";2
"1852";1
"1853";5
"1854";3
"1855";4
"1856";4
"1857";1
"1858";0
"1859";2
"1860";2
"1861";4
"1862";0
"1863";2
"1864";2
"1865";2
"1866";2
"1867";3
"1868";7
"1869";1
"1870";2
"1871";9
"1872";0
"1873";0
"1874";6
"1875";0
"1876";1
"1877";1
"1878";4
"1879";0
"1880";2
"1881";1
"1882";1
"1883";0
"1884";2
"1885";0
"1886";3
"1887";1
"1888";4
"1889";1
"1890";4
"1891";0
"1892";0
"1893";4
"1894";2
"1895";2
"1896";1
"1897";0
"1898";2
"1899";2
"1900";0
"1901";1
"1902";0
"1903";6
"1904";1
"1905";2
"1906";1
"1907";3
"1908";0
"1909";3
"1910";2
"1911";1
"1912";4
"1913";5
"1914";1
"1915";3
"1916";0
"1917";1
"1918";2
"1919";1
"1920";0
"1921";4
"1922";1
"1923";1
"1924";2
"1925";1
"1926";1
"1927";2
"1928";1
"1929";1
"1930";1
"1931";7
"1932";0
"1933";1
"1934";3
"1935";0
"1936";0
"1937";2
"1938";0
"1939";1
"1940";4
"1941";0
"1942";3
"1943";2
"1944";0
"1945";2
"1946";7
"1947";6
"1948";6
"1949";0
"1950";4
"1951";0
"1952";1
"1953";0
"1954";2
"1955";4
"1956";3
"1957";4
"1958";1
"1959";1
"1960";3
"1961";1
"1962";2
"1963";4
"1964";3
"1965";1
"1966";1
"1967";1
"1968";4
"1969";4
"1970";4
"1971";2
"1972";4
"1973";3
"1974";4
"1975";0
"1976";1
"1977";0
"1978";0
"1979";0
"1980";3
"1981";2
"1982";2
"1983";2
"1984";2
"1985";2
"1986";1
"1987";0
"1988";1
"1989";3
"1990";1
"1991";1
"1992";4
"1993";0
"1994";4
"1995";2
"1996";2
"1997";0
"1998";1
"1999";3
"2000";2
"2001";0
"2002";3
"2003";1
"2004";2
"2005";6
"2006";7
"2007";5
"2008";2
"2009";3
"2010";1
"2011";1
"2012";6
"2013";1
"2014";2
"2015";0
"2016";3
"2017";1
"2018";2
"2019";1
"2020";3
"2021";0
"2022";3
"2023";4
"2024";1
"2025";1
"2026";2
"2027";4
"2028";1
"2029";3
"2030";2
"2031";1
"2032";0
"2033";2
"2034";1
"2035";4
"2036";2
"2037";8
"2038";1
"2039";3
"2040";0
"2041";6
"2042";3
"2043";3
"2044";2
"2045";2
"2046";2
"2047";4
"2048";0
"2049";3
"2050";0
"2051";0
"2052";5
"2053";5
"2054";0
"2055";1
"2056";2
"2057";3
"2058";2
"2059";0
"2060";2
"2061";4
"2062";4
"2063";1
"2064";1
"2065";3
"2066";0
"2067";1
"2068";3
"2069";3
"2070";6
"2071";0
"2072";0
"2073";3
"2074";7
"2075";5
"2076";0
"2077";2
"2078";2
"2079";0
"2080";2
"2081";4
"2082";8
"2083";1
"2084";0
"2085";1
"2086";5
"2087";1
"2088";4
"2089";1
"2090";3
"2091";0
"2092";1
"2093";8
"2094";2
"2095";0
"2096";2
"2097";4
"2098";4
"2099";2
"2100";0
"2101";4
"2102";1
"2103";3
"2104";2
"2105";3
"2106";1
"2107";5
"2108";3
"2109";1
"2110";2
"2111";1
"2112";1
"2113";1
"2114";2
"2115";3
"2116";1
"2117";0
"2118";0
"2119";0
"2120";6
"2121";2
"2122";0
"2123";1
"2124";2
"2125";3
"2126";1
"2127";3
"2128";3
"2129";1
"2130";0
"2131";1
"2132";3
"2133";3
"2134";3
"2135";4
"2136";2
"2137";2
"2138";2
"2139";4
"2140";2
"2141";3
"2142";2
"2143";2
"2144";6
"2145";0
"2146";0
"2147";5
"2148";2
"2149";1
"2150";5
"2151";4
"2152";2
"2153";3
"2154";5
"2155";2
"2156";2
"2157";0
"2158";1
"2159";2
"2160";1
"2161";5
"2162";2
"2163";2
"2164";2
"2165";1
"2166";4
"2167";2
"2168";0
"2169";1
"2170";0
"2171";3
"2172";5
"2173";3
"2174";2
"2175";5
"2176";2
"2177";4
"2178";3
"2179";3
"2180";1
"2181";4
"2182";0
"2183";4
"2184";2
"2185";3
"2186";5
"2187";0
"2188";1
"2189";3
"2190";1
"2191";0
"2192";5
"2193";1
"2194";0
"2195";2
"2196";1
"2197";2
"2198";2
"2199";3
"2200";4
"2201";0
"2202";1
"2203";3
"2204";5
"2205";3
"2206";6
"2207";0
"2208";3
"2209";1
"2210";6
"2211";0
"2212";2
"2213";8
"2214";2
"2215";2
"2216";2
"2217";1
"2218";2
"2219";2
"2220";1
"2221";1
"2222";2
"2223";1
"2224";2
"2225";0
"2226";4
"2227";1
"2228";2
"2229";3
"2230";0
"2231";2
"2232";0
"2233";1
"2234";0
"2235";2
"2236";0
"2237";3
"2238";5
"2239";0
"2240";2
"2241";1
"2242";0
"2243";0
"2244";0
"2245";1
"2246";1
"2247";3
"2248";2
"2249";1
"2250";0
"2251";1
"2252";1
"2253";3
"2254";1
"2255";1
"2256";4
"2257";0
"2258";2
"2259";3
"2260";2
"2261";1
"2262";0
"2263";4
"2264";0
"2265";1
"2266";0
"2267";1
"2268";0
"2269";0
"2270";1
"2271";2
"2272";4
"2273";4
"2274";1
"2275";0
"2276";8
"2277";1
"2278";0
"2279";1
"2280";1
"2281";1
"2282";2
"2283";3
"2284";0
"2285";3
"2286";4
"2287";2
"2288";6
"2289";1
"2290";3
"2291";1
"2292";1
"2293";5
"2294";1
"2295";2
"2296";0
"2297";2
"2298";2
"2299";0
"2300";0
